L1PA2_dup1230
L1PA3_dup6929
L1PA2_dup2254
L1PA2_dup2155
L1PA3_dup10096
L1PA3_dup6550
L1PA2_dup4762
L1PA2_dup1049
L1PA3_dup5510
L1PA2_dup1112
L1PA2_dup4612
L1PA2_dup4686
L1HS_dup204
L1PA3_dup1988
L1PA2_dup678
L1PA2_dup935
L1PA3_dup3954
L1PA2_dup4335
L1HS_dup225
L1HS_dup514
L1PA2_dup635
L1HS_dup1019
L1PA2_dup3437
L1PA2_dup2343
L1PA3_dup4401
L1PA2_dup1933
L1HS_dup743
L1PA3_dup2954
L1PA3_dup7237
L1PA2_dup1331
L1HS_dup379
L1PA3_dup165
L1PA3_dup1550
L1PA2_dup326
L1PA2_dup4528
L1HS_dup948
L1PA2_dup662
L1PA3_dup907
L1PA3_dup9734
L1HS_dup679
L1PA2_dup71
L1PA3_dup2039
L1PA2_dup4596
L1PA3_dup2620
L1PA3_dup4408
L1PA3_dup7963
L1PA2_dup4045
L1PA2_dup4775
L1PA3_dup5866
L1PA3_dup3484
L1PA3_dup4804
L1PA3_dup4393
L1PA3_dup5534
L1PA2_dup4030
L1PA3_dup7862
L1PA3_dup7472
L1HS_dup1104
L1PA3_dup10344
L1PA2_dup365
L1HS_dup579
L1PA3_dup3502
L1PA2_dup4522
L1PA2_dup2537
L1PA3_dup6436
L1HS_dup1514
L1PA2_dup4714
L1PA3_dup2393
L1PA2_dup1560
L1HS_dup62
L1PA3_dup3729
L1HS_dup1182
L1PA2_dup1770
L1PA2_dup1653
L1PA3_dup5544
L1PA2_dup2282
L1PA2_dup3118
L1PA3_dup5745
L1HS_dup802
L1PA2_dup4776
L1HS_dup622
L1PA3_dup3291
L1HS_dup1473
L1HS_dup1478
L1PA3_dup6347
L1PA3_dup7288
L1PA3_dup10176
L1PA3_dup1463
L1HS_dup163
L1HS_dup811
L1PA3_dup9998
L1PA3_dup7637
L1PA3_dup9722
L1PA2_dup413
L1HS_dup1339
L1HS_dup466
L1PA2_dup2127
L1HS_dup370
L1HS_dup787
L1PA3_dup3509
L1PA2_dup1398
L1PA3_dup8896
L1PA3_dup3968
L1PA3_dup1114
L1PA2_dup805
L1PA2_dup747
L1PA3_dup3404
L1PA3_dup2357
L1PA3_dup6387
L1PA2_dup472
L1PA3_dup4391
L1PA3_dup3307
L1PA2_dup307
L1PA2_dup2436
L1HS_dup803
L1PA3_dup5106
L1PA3_dup7947
L1PA3_dup3323
L1PA2_dup514
L1HS_dup270
L1HS_dup1576
L1PA2_dup4478
L1PA3_dup2389
L1PA3_dup4122
L1PA2_dup994
L1PA3_dup8313
L1PA2_dup3881
L1PA2_dup2444
L1HS_dup244
L1PA2_dup2089
L1PA3_dup5468
L1HS_dup1077
L1PA2_dup1023
L1PA3_dup2755
L1PA3_dup3880
L1PA3_dup5355
L1PA2_dup1050
L1HS_dup405
L1PA3_dup6730
L1PA2_dup1248
L1HS_dup831
L1PA2_dup3615
L1PA2_dup3622
L1PA3_dup4259
L1HS_dup1437
L1PA3_dup683
L1PA3_dup4708
L1PA2_dup2581
L1PA3_dup8117
L1PA2_dup4618
L1PA3_dup7840
L1PA2_dup4430
L1PA3_dup124
L1PA2_dup4440
L1HS_dup376
L1PA3_dup128
L1PA3_dup8328
L1PA2_dup2506
L1PA3_dup4688
L1PA2_dup1426
L1PA2_dup3042
L1PA2_dup4389
L1HS_dup1020
L1PA2_dup1992
L1PA2_dup4262
L1PA3_dup5238
L1PA3_dup5886
L1PA3_dup6112
L1PA3_dup7893
L1PA3_dup5927
L1PA3_dup6160
L1PA2_dup4652
L1PA3_dup6966
L1PA2_dup1805
L1PA2_dup629
L1PA2_dup741
L1PA2_dup2577
L1PA3_dup7432
L1PA2_dup4639
L1PA2_dup196
L1PA3_dup10072
L1PA3_dup10043
L1PA3_dup840
L1PA2_dup4196
L1PA2_dup530
L1PA2_dup2295
L1PA3_dup5207
L1PA3_dup3684
L1PA2_dup798
L1PA2_dup2271
L1PA2_dup4791
L1HS_dup1284
L1PA2_dup2876
L1PA2_dup3003
L1PA3_dup1328
L1PA2_dup726
L1PA2_dup3742
L1PA3_dup1528
L1PA2_dup4432
L1PA2_dup4901
L1PA3_dup1989
L1PA2_dup1463
L1PA2_dup4043
L1HS_dup87
L1PA2_dup1978
L1PA2_dup3445
L1HS_dup90
L1PA2_dup4237
L1PA2_dup4611
L1HS_dup1616
L1PA3_dup9866
L1PA3_dup3153
L1HS_dup1501
L1PA2_dup219
L1PA3_dup6584
L1PA3_dup4349
L1PA2_dup4367
L1PA3_dup1269
L1PA3_dup3959
L1PA2_dup4309
L1PA2_dup3503
L1PA2_dup358
L1PA3_dup4902
L1HS_dup143
L1PA2_dup4905
L1PA3_dup5358
L1PA3_dup5047
L1PA3_dup5363
L1PA3_dup1046
L1PA2_dup360
L1PA2_dup1476
L1PA3_dup1027
L1PA2_dup3426
L1HS_dup1243
L1PA2_dup4378
L1PA3_dup9856
L1PA3_dup1026
L1PA3_dup5825
L1PA3_dup638
L1PA3_dup7792
L1PA3_dup4596
L1PA3_dup1952
L1PA2_dup3160
L1PA3_dup345
L1PA2_dup1375
L1PA2_dup3439
L1PA3_dup10531
L1PA3_dup9255
L1PA2_dup2168
L1PA3_dup9202
L1HS_dup907
L1PA3_dup1727
L1PA2_dup2565
L1HS_dup1491
L1PA3_dup1279
L1PA2_dup383
L1PA2_dup3930
L1PA2_dup1058
L1PA3_dup3005
L1PA2_dup4201
L1PA3_dup5418
L1PA2_dup2430
L1PA3_dup7316
L1PA2_dup3766
L1PA3_dup5540
L1PA2_dup589
L1PA3_dup1647
L1PA2_dup3776
L1PA2_dup4713
L1PA2_dup3629
L1PA2_dup732
L1PA2_dup1968
L1PA3_dup4687
L1PA2_dup1418
L1PA3_dup3950
L1PA2_dup98
L1PA3_dup1337
L1HS_dup600
L1PA3_dup5057
L1PA3_dup6871
L1HS_dup1295
L1PA2_dup1078
L1PA2_dup4226
L1PA3_dup1943
L1PA3_dup6523
L1PA2_dup2261
L1PA2_dup4688
